Grade,Subject,Unit,Chapter,Topic_ID,Topic,Concept,concept_code,CoreConcept,CooboTitles,Scriptwriting,MediaFile,Production,LengthofCoboo,test
9,Science,Chemistry,Matter in Our Surroundings,122378,Characteristics of Particles of Matter,Characteristics of Particles of Matter,newkg1967,Matter in Our Surroundings,Physical Nature of Matter,2,2,2,0,9
9,Science,Chemistry,Matter in Our Surroundings,122380,Physical Nature of Matter,Particle Nature of Matter,newkg1964,Physical Nature of Matter,Physical Nature of Matter,2,2,1,4,7
9,Science,Chemistry,Matter in Our Surroundings,122380,Physical Nature of Matter,Size of Particles of Matter,newkg1965,Physical Nature of Matter,Physical Nature of Matter,0,0,0,0,10
9,Science,Chemistry,Matter in Our Surroundings,122380,Physical Nature of Matter,Diffusion of Potassium Permanganate in Water,newkg1966,Physical Nature of Matter,Physical Nature of Matter,0,0,0,0,6
9,Science,Chemistry,Matter in Our Surroundings,122378,Characteristics of Particles of Matter,Particles of Matter have Kinetic Energy,newkg1969,Random Motion of Particles of Matter,Random Motion of Particles of Matter,2,1,2,2,9
9,Science,Chemistry,Matter in Our Surroundings,122378,Characteristics of Particles of Matter,Relation between Temperature and Kinetic Energy,newkg1970,Random Motion of Particles of Matter,Random Motion of Particles of Matter,0,0,0,0,7
9,Science,Chemistry,Matter in Our Surroundings,122377,Interconversion of Matter,Solid Carbon Dioxide,newkg2016,Effect of Pressure on Interconvertibility of Matter,Solid Carbon Dioxide,4,4,0,0,6
9,Science,Chemistry,Matter in Our Surroundings,122377,Interconversion of Matter,Storing Solid Carbon Dioxide,newkg2017,Solid Carbon Dioxide,Solid Carbon Dioxide,4,0,2,3,8
9,Science,Chemistry,Matter in Our Surroundings,122377,Interconversion of Matter,Conversion to Gaseous Carbon Dioxide,newkg2018,Solid Carbon Dioxide,Solid Carbon Dioxide,0,0,0,0,9
9,Science,Chemistry,Matter in Our Surroundings,122377,Interconversion of Matter,Dry Ice,newkg2019,Solid Carbon Dioxide,Solid Carbon Dioxide,2,1,0,3,5
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Shape of a Solid,newkg1976,Solid State,Solid State,4,0,0,0,8
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Distinct Boundaries of a Solid,newkg1977,Solid State,Solid State,0,0,0,0,6
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Fixed Volume of a Solid,newkg1978,Solid State,Solid State,1,2,3,1,7
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Compressibility of a Solid,newkg1979,Solid State,Solid State,0,0,0,0,10
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Rigid Nature of a Solid,newkg1980,Solid State,Solid State,2,3,0,0,9
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Solid State,newkg1975,States of Matter,Solid State,2,2,4,1,10
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,Liquid State,newkg1981,States of Matter,Solid State,3,3,3,3,4
9,Science,Chemistry,Matter in Our Surroundings,122381,States of Matter,States of Matter,newkg1974,Physical Nature of Matter,States of Matter,0,0,0,0,10
9,Science,Physics,Motion,122405,Rate of Change of Velocity,Acceleration,newkg2483,Motion,Acceleration,0,0,0,0,7
9,Science,Physics,Motion,122405,Rate of Change of Velocity,SI Unit of Acceleration,newkg2484,Motion,Acceleration,0,0,0,0,10
9,Science,Physics,Motion,122405,Rate of Change of Velocity,Uniform Accelerated Motion,newkg2485,Motion,Acceleration,1,3,0,2,4
9,Science,Physics,Motion,122405,Rate of Change of Velocity,Non-uniform Accelerated Motion,newkg2486,Motion,Acceleration,4,0,3,0,10
9,Science,Physics,Motion,122403,Graphical Representation of Motion,Distance-time Graphs,newkg2488,Graphical Representation of Motion,Graphical Representation of Motion,4,0,4,3,6
9,Science,Physics,Motion,122403,Graphical Representation of Motion,Slope of Distance-time Graphs,newkg2489,Graphical Representation of Motion,Graphical Representation of Motion,3,3,2,4,5
9,Science,Physics,Motion,122403,Graphical Representation of Motion,Velocity-time Graphs,newkg2490,Graphical Representation of Motion,Graphical Representation of Motion,2,0,3,1,6
9,Science,Physics,Motion,122403,Graphical Representation of Motion,Area under Velocity-time Graphs,newkg2491,Graphical Representation of Motion,Graphical Representation of Motion,0,0,0,0,9
9,Science,Physics,Motion,122403,Graphical Representation of Motion,Slope of Velocity-time Graphs,newkg2492,Graphical Representation of Motion,Graphical Representation of Motion,3,0,3,1,4
9,Science,Physics,Motion,122403,Graphical Representation of Motion,Graphical Representation of Motion,newkg2487,Motion,Graphical Representation of Motion,0,0,0,0,7
9,Science,Physics,Motion,122401,Describing Motion,Motion along a Straight Line,newkg2472,Motion,Motion along a Straight line,3,3,3,1,6
9,Science,Physics,Motion,122401,Describing Motion,Distance,newkg2473,Motion,Motion along a Straight line,3,1,0,3,9
9,Science,Physics,Motion,122401,Describing Motion,SI Unit of Distance,newkg2474,Motion,Motion along a Straight line,0,0,0,0,10
9,Science,Physics,Motion,122401,Describing Motion,Displacement,newkg2475,Motion,Motion along a Straight line,4,2,0,0,6
9,Science,Physics,Motion,122401,Describing Motion,Reference Frame,newkg2470,Motion,Reference Frame,1,3,0,0,5
9,Science,Physics,Motion,122401,Describing Motion,Reference Point,newkg2471,Motion,Reference Frame,2,0,0,3,9
9,Science,Physics,Motion,122402,Equations of Motion by Graphical Method,Kinematic Equations of Motion,newkg2493,Motion,Rest and Motion,4,0,4,1,7
9,Science,Physics,Motion,122401,Describing Motion,Motion,newkg2468,Motion,Rest and Motion,1,1,2,0,4
9,Science,Physics,Motion,122401,Describing Motion,Rest and Motion,newkg2469,Motion,Rest and Motion,2,1,1,0,4
9,Science,Physics,Motion,122401,Describing Motion,Average Speed,newkg2478,Motion,Speed and Velocity,1,2,0,1,9
9,Science,Physics,Motion,122401,Describing Motion,Speed,newkg2479,Motion,Speed and Velocity,1,1,0,0,4
9,Science,Physics,Motion,122401,Describing Motion,SI Unit of Speed,newkg2480,Motion,Speed and Velocity,4,2,0,0,4
9,Science,Physics,Motion,122401,Describing Motion,Uniform Motion,newkg2476,Motion,Speed and Velocity,3,0,0,0,5
9,Science,Physics,Motion,122401,Describing Motion,Non-uniform Motion,newkg2477,Motion,Speed and Velocity,1,0,0,0,9
9,Science,Physics,Motion,122401,Describing Motion,Velocity,newkg2481,Motion,Speed and Velocity,0,0,0,0,9
9,Science,Physics,Motion,122401,Describing Motion,Average Velocity,newkg2482,Motion,Speed and Velocity,3,1,0,0,6
9,Science,Physics,Motion,122406,Uniform Circular Motion,Uniform Circular Motion,newkg2494,Motion,Uniform Circular Motion,0,0,0,0,5
9,Science,Physics,Motion,122406,Uniform Circular Motion,Acceleration Due to Change in Velocity,newkg2495,Uniform Circular Motion,Uniform Circular Motion,2,1,0,0,10
9,Science,Physics,Motion,122406,Uniform Circular Motion,Angular Velocity and Speed,newkg2496,Uniform Circular Motion,Uniform Circular Motion,2,3,3,4,6
9,Science,Physics,Motion,122406,Uniform Circular Motion,Centripetal Acceleration,newkg2497,Uniform Circular Motion,Uniform Circular Motion,3,0,0,0,9
9,Science,Physics,Motion,122406,Uniform Circular Motion,Centripetal Force,newkg2498,Uniform Circular Motion,Uniform Circular Motion,2,1,0,0,5
9,Science,Biology,Natural Resources,122356,The Breath of Life: Air,Air,newkg2681,Abiotic Components of Biosphere,Abiotic Components of Biosphere,3,3,0,2,6
9,Science,Biology,Natural Resources,122357,Water: A Wonder Liquid,Water,newkg2685,Abiotic Components of Biosphere,Abiotic Components of Biosphere,4,1,1,4,8
9,Science,Biology,Natural Resources,122354,Mineral Riches in the Soil,Soil,newkg2689,Abiotic Components of Biosphere,Abiotic Components of Biosphere,3,0,1,2,7
9,Science,Biology,Natural Resources,122356,The Breath of Life: Air,Role of Atmosphere in Climate Control,newkg2682,Air,Air,4,1,0,0,10
9,Science,Biology,Natural Resources,122356,The Breath of Life: Air,Wind,newkg2683,Air,Air,1,1,0,0,8
9,Science,Biology,Natural Resources,122356,The Breath of Life: Air,Air Pollution,newkg2684,Air,Air,3,1,3,2,6
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Water Cycle,newkg2696,Biogeochemical Cycles,Biogeochemical Cycles,2,3,4,3,9
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Nitrogen Cycle,newkg2699,Biogeochemical Cycles,Biogeochemical Cycles,2,0,4,3,6
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Carbon Cycle,newkg2704,Biogeochemical Cycles,Biogeochemical Cycles,4,2,3,1,4
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Oxygen Cycle,newkg2705,Biogeochemical Cycles,Biogeochemical Cycles,1,2,0,0,7
9,Science,Biology,Natural Resources,,Introduction to Natural Resources,Abiotic Components of Biosphere,newkg2680,Biosphere,Biosphere,3,0,3,3,4
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Biogeochemical Cycles,newkg2695,Biosphere,Biosphere,0,0,0,0,6
9,Science,Biology,Natural Resources,,Introduction to Natural Resources,Natural Resources,newkg2675,Natural Resources,Natural Resources,4,3,0,0,4
9,Science,Biology,Natural Resources,,Introduction to Natural Resources,Lithosphere,newkg2676,Natural Resources,Natural Resources,2,3,0,3,4
9,Science,Biology,Natural Resources,,Introduction to Natural Resources,Hydrosphere,newkg2677,Natural Resources,Natural Resources,4,1,3,0,4
9,Science,Biology,Natural Resources,,Introduction to Natural Resources,Atmosphere,newkg2678,Natural Resources,Natural Resources,2,3,0,0,8
9,Science,Biology,Natural Resources,,Introduction to Natural Resources,Biosphere,newkg2679,Natural Resources,Natural Resources,2,1,0,0,7
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Nucleic Acids,newkg2700,Nitrogen Cycle,Nitrogen Cycle,1,4,4,1,8
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Nitrification,newkg2701,Nitrogen Cycle,Nitrogen Cycle,3,3,0,0,5
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Ammonification,newkg2702,Nitrogen Cycle,Nitrogen Cycle,4,4,0,0,10
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Denitrification,newkg2703,Nitrogen Cycle,Nitrogen Cycle,4,2,0,0,7
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Green House Effect,newkg2706,Biosphere,Ozone Layer,3,4,0,0,7
9,Science,Biology,Natural Resources,122355,Ozone Layer,Ozone Layer,newkg2707,Biosphere,Ozone Layer,0,0,0,0,7
9,Science,Biology,Natural Resources,122355,Ozone Layer,Ozone Depletion,newkg2708,Ozone Layer,Ozone Layer,2,4,0,0,10
9,Science,Biology,Natural Resources,122354,Mineral Riches in the Soil,Mineral in Soil,newkg2690,Soil,Soil,4,3,2,4,6
9,Science,Biology,Natural Resources,122354,Mineral Riches in the Soil,Formation of Soil,newkg2691,Soil,Soil,4,4,3,1,7
9,Science,Biology,Natural Resources,122354,Mineral Riches in the Soil,Humus,newkg2692,Soil,Soil,4,2,2,0,6
9,Science,Biology,Natural Resources,122354,Mineral Riches in the Soil,Soil Pollution,newkg2693,Soil,Soil,4,3,4,2,5
9,Science,Biology,Natural Resources,122354,Mineral Riches in the Soil,Soil Erosion,newkg2694,Soil,Soil,2,0,0,0,6
9,Science,Biology,Natural Resources,122357,Water: A Wonder Liquid,Source of Fresh Water,newkg2686,Water,Water,3,3,2,3,8
9,Science,Biology,Natural Resources,122357,Water: A Wonder Liquid,Water Pollution,newkg2687,Water,Water,4,4,2,4,8
9,Science,Biology,Natural Resources,122357,Water: A Wonder Liquid,Causes of Water Pollution,newkg2688,Water Pollution,Water,1,4,4,3,4
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Evaporation,newkg2697,Water Cycle,Water Cycle,3,2,0,0,5
9,Science,Biology,Natural Resources,122353,Biogeochemical Cycles,Transpiration,newkg2698,Water Cycle,Water Cycle,3,3,0,0,6
9,Science,Physics,Sound,122411,Applications of Ultrasound,Applications of Sonar,newkg2612,Sonar,Applications of Ultrasound,0,0,0,0,10
9,Science,Physics,Sound,122411,Applications of Ultrasound,Various Applications of Ultrasound,newkg2608,Ultrasonic Sound,Applications of Ultrasound,2,0,0,0,8
9,Science,Physics,Sound,122411,Applications of Ultrasound,Echocardiography,newkg2609,Ultrasonic Sound,Applications of Ultrasound,2,1,4,4,4
9,Science,Physics,Sound,122411,Applications of Ultrasound,Ultrasonography,newkg2610,Ultrasonic Sound,Applications of Ultrasound,2,1,0,0,10
9,Science,Physics,Sound,122411,Applications of Ultrasound,Sonar,newkg2611,Waves and Sound,Applications of Ultrasound,0,0,0,0,5
9,Science,Physics,Sound,122407,Production of Sound,Pitch,newkg2592,Sound Wave,Characteristics of Sound,1,2,0,0,7
9,Science,Physics,Sound,122407,Production of Sound,Loudness of Sound,newkg2593,Sound Wave,Characteristics of Sound,1,0,3,0,9
9,Science,Physics,Sound,122407,Production of Sound,Softness of Sound,newkg2594,Sound Wave,Characteristics of Sound,0,0,0,0,8
9,Science,Physics,Sound,122407,Production of Sound,Quality of Sound,newkg2595,Sound Wave,Characteristics of Sound,3,2,0,0,8
9,Science,Physics,Sound,122407,Production of Sound,Tone and Note of Sound,newkg2596,Sound Wave,Characteristics of Sound,0,0,0,0,10
9,Science,Physics,Sound,122407,Production of Sound,Intensity of Sound,newkg2597,Sound Wave,Characteristics of Sound,4,2,0,0,6
9,Science,Physics,Sound,122410,Range of Hearing,Audible Range,newkg2605,Sound Wave,Frequency range of sound,4,0,1,2,5
9,Science,Physics,Sound,122410,Range of Hearing,Infrasonic Sound,newkg2606,Waves and Sound,Frequency range of sound,1,4,3,3,6
9,Science,Physics,Sound,122411,Applications of Ultrasound,Ultrasonic Sound,newkg2607,Waves and Sound,Frequency range of sound,4,2,0,0,7
9,Science,Physics,Sound,122412,Structure of Human Ear,Parts of Human Ear,newkg2614,Human Ear,Human Ear,4,0,4,2,9
9,Science,Physics,Sound,122412,Structure of Human Ear,Outer Ear,newkg2615,Human Ear,Human Ear,0,0,0,0,8
9,Science,Physics,Sound,122412,Structure of Human Ear,Middle Ear,newkg2616,Human Ear,Human Ear,0,0,0,0,9
9,Science,Physics,Sound,122412,Structure of Human Ear,Inner Ear,newkg2617,Human Ear,Human Ear,1,4,0,0,6
9,Science,Physics,Sound,122412,Structure of Human Ear,Human Ear,newkg2613,Waves and Sound,Human Ear,1,3,3,0,5
9,Science,Physics,Sound,122407,Production of Sound,Compression,newkg2578,Sound Wave,Longitudinal Waves,2,1,0,0,4
9,Science,Physics,Sound,122407,Production of Sound,Rarefaction,newkg2579,Sound Wave,Longitudinal Waves,0,0,0,0,10
9,Science,Physics,Sound,122407,Production of Sound,High Pressure Area,newkg2580,Sound Wave,Longitudinal Waves,3,1,2,1,10
9,Science,Physics,Sound,122407,Production of Sound,Low Pressure Area,newkg2581,Sound Wave,Longitudinal Waves,0,0,0,0,10
9,Science,Physics,Sound,122408,Propagation of Sound,Density Variation in a Wave,newkg2584,Sound Wave,Longitudinal Waves,4,1,2,3,9
9,Science,Physics,Sound,122407,Production of Sound,Frequency,newkg2586,Properties of Waves,Properties of Waves,3,2,0,0,9
9,Science,Physics,Sound,122407,Production of Sound,Amplitude of Wave,newkg2587,Properties of Waves,Properties of Waves,1,4,0,3,5
9,Science,Physics,Sound,122407,Production of Sound,Speed of Wave,newkg2588,Properties of Waves,Properties of Waves,3,0,0,0,5
9,Science,Physics,Sound,122407,Production of Sound,Wavelength,newkg2589,Properties of Waves,Properties of Waves,1,2,0,0,6
9,Science,Physics,Sound,122407,Production of Sound,Wavenumber,newkg2590,Properties of Waves,Properties of Waves,1,1,0,3,10
9,Science,Physics,Sound,122407,Production of Sound,Time Period,newkg2591,Properties of Waves,Properties of Waves,3,2,0,0,4
9,Science,Physics,Sound,122409,Reflection of Sound,Laws for Reflection of Sound,newkg2601,Sound Wave,Reflection of sound,0,0,0,0,10
9,Science,Physics,Sound,122409,Reflection of Sound,Echo,newkg2602,Sound Wave,Reflection of sound,2,3,0,2,5
9,Science,Physics,Sound,122409,Reflection of Sound,Reverberation,newkg2603,Sound Wave,Reflection of sound,2,2,1,3,9
9,Science,Physics,Sound,122409,Reflection of Sound,Uses of Multiple Reflection of Sound,newkg2604,Sound Wave,Reflection of sound,1,0,1,3,8
9,Science,Physics,Sound,122408,Propagation of Sound,Speed of Sound in Different Media,newkg2598,Sound Wave,Speed of sound,1,3,2,2,7
9,Science,Physics,Sound,122408,Propagation of Sound,Variation of Speed of Sound with Temperature,newkg2599,Sound Wave,Speed of sound,2,2,0,0,10
9,Science,Physics,Sound,122408,Propagation of Sound,Sonic Boom,newkg2600,Sound Wave,Speed of sound,4,0,0,0,7
9,Science,Physics,Sound,122408,Propagation of Sound,Crest,newkg2582,Transverse Waves,Transverse Waves,4,0,1,4,5
9,Science,Physics,Sound,122408,Propagation of Sound,Trough,newkg2583,Transverse Waves,Transverse Waves,1,3,2,2,10
9,Science,Physics,Sound,122407,Production of Sound,Sound Wave,newkg2574,Waves and Sound,Waves and Sound,1,3,2,4,6
9,Science,Physics,Sound,122407,Production of Sound,Mechanical Waves,newkg2575,Waves and Sound,Waves and Sound,3,0,3,1,10
9,Science,Physics,Sound,122407,Production of Sound,Longitudinal Waves,newkg2576,Waves and Sound,Waves and Sound,2,4,4,2,9
9,Science,Physics,Sound,122407,Production of Sound,Transverse Waves,newkg2577,Waves and Sound,Waves and Sound,2,3,2,2,9
9,Science,Physics,Sound,122407,Production of Sound,Properties of Waves,newkg2585,Waves and Sound,Waves and Sound,3,4,4,2,7
9,Science,Physics,Sound,122407,Production of Sound,Waves and Sound,newkg2618,Waves and Sound,Waves and Sound,4,2,4,2,4
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Atom,newkg2788,Atom,Atom,2,3,0,0,5
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Atoms as Building Blocks of Matter,newkg2789,Atom,Atom,0,0,0,0,8
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,The Indivisible Atom,newkg2790,Atom,Atom,3,1,3,3,6
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,The Unknown Structure of Atom,newkg2791,Atom,Atom,3,4,3,2,7
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Indications of the Divisible Atom,newkg2792,Atom,Atom,4,0,0,0,10
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Atomic Number and Mass Number,newkg2830,Atom,Atomic Number and Mass Number,2,1,0,1,4
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Atomic Number,newkg2831,Atomic Number and Mass Number,Atomic Number and Mass Number,3,4,2,1,4
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Mass Number,newkg2832,Atomic Number and Mass Number,Atomic Number and Mass Number,0,0,0,0,8
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Notation of an Atom,newkg2834,Atomic Number and Mass Number,Atomic Number and Mass Number,0,0,0,0,6
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Isotopes,newkg2835,Atomic Number and Mass Number,Atomic Number and Mass Number,1,2,1,1,6
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Isobars,newkg2840,Atomic Number and Mass Number,Atomic Number and Mass Number,1,4,1,2,7
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Nucleons,newkg2833,Mass Number,Atomic Number and Mass Number,3,3,4,3,4
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Postulates of Bohr's Model of an Atom,newkg2815,Bohr's Model of an Atom,Bohr's Atomic Model,2,0,0,0,9
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,About Neils Bohr,newkg2816,Bohr's Model of an Atom,Bohr's Atomic Model,3,0,0,0,8
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Orbits,newkg2817,Bohr's Model of an Atom,Bohr's Atomic Model,1,2,2,2,9
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Bohr's Model of an Atom,newkg2814,Structure of an Atom,Bohr's Atomic Model,3,1,0,0,7
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Charged Particles Present in Atom,newkg2793,Atom,Charged Particles Present in Atom,3,1,4,2,7
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Neutrons,newkg2818,Atom,Charged Particles Present in Atom,1,2,0,0,4
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Concept of Static Charge,newkg2794,Charged Particles Present in Atom,Charged Particles Present in Atom,1,2,0,0,10
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Failure of Dalton's Atomic Theory,newkg2802,Structure of an Atom,Dalton's Atomic Theory,2,0,1,2,4
9,Science,Chemistry,Structure of the Atom,122384,Distribution of Electrons in Different Orbits(Shells),Electrons Distribution in Different Orbits,newkg2819,Electrons Distribution in Different Orbits,Distribution of Electrons,2,1,0,3,10
9,Science,Chemistry,Structure of the Atom,122384,Distribution of Electrons in Different Orbits(Shells),Rules for Filling Electrons in Shells,newkg2820,Electrons Distribution in Different Orbits,Distribution of Electrons,1,2,3,1,8
9,Science,Chemistry,Structure of the Atom,122384,Distribution of Electrons in Different Orbits(Shells),Electron Distribution of First 18 Elements of Periodic Table,newkg2821,Electrons Distribution in Different Orbits,Distribution of Electrons,3,2,0,0,9
9,Science,Chemistry,Structure of the Atom,122384,Distribution of Electrons in Different Orbits(Shells),Orbit Number,newkg2822,Electrons Distribution in Different Orbits,Distribution of Electrons,2,0,0,0,5
9,Science,Chemistry,Structure of the Atom,122384,Distribution of Electrons in Different Orbits(Shells),Maximum Number of Electrons in an Orbit,newkg2823,Electrons Distribution in Different Orbits,Distribution of Electrons,2,2,4,0,7
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Discovery of Electrons,newkg2795,Charged Particles Present in Atom,Electrons,1,4,0,0,6
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Discovery of Canal Rays,newkg2796,Charged Particles Present in Atom,Electrons,4,0,3,1,6
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Nature of Isotopes,newkg2836,Isotopes,Isotopes,3,4,0,0,5
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Examples of Isotopes,newkg2837,Isotopes,Isotopes,1,3,1,3,10
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Average Atomic Mass,newkg2838,Isotopes,Isotopes,0,0,0,0,4
9,Science,Chemistry,Structure of the Atom,122382,Atomic Number and Mass Number,Application of Isotopes,newkg2839,Isotopes,Isotopes,0,0,0,0,5
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Discovery of Protons,newkg2797,Discovery of Canal Rays,Protons,4,0,0,0,7
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Charge of Protons,newkg2798,Discovery of Canal Rays,Protons,3,4,0,0,6
9,Science,Chemistry,Structure of the Atom,122383,Charged Particles in Matter,Mass of Protons,newkg2799,Discovery of Canal Rays,Protons,0,0,0,0,9
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Rutherford's Gold Foil Experiment,newkg2808,Rutherford's Model of an Atom,Rutherford's Atomic Model,2,3,2,1,4
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Observations from the Alpha Particle Scattering Experiment,newkg2809,Rutherford's Model of an Atom,Rutherford's Atomic Model,3,0,0,0,6
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,About Ernest Rutherford,newkg2810,Rutherford's Model of an Atom,Rutherford's Atomic Model,2,3,3,2,8
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Conclusions from the Gold Foil Experiment,newkg2811,Rutherford's Model of an Atom,Rutherford's Atomic Model,3,1,4,4,7
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Postulates of Rutherford's Model of an Atom,newkg2812,Rutherford's Model of an Atom,Rutherford's Atomic Model,2,1,0,2,5
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Drawbacks of Rutherford's Model of an Atom,newkg2813,Rutherford's Model of an Atom,Rutherford's Atomic Model,0,0,0,0,4
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Rutherford's Model of an Atom,newkg2807,Structure of an Atom,Rutherford's Atomic Model,0,0,0,0,4
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Structure of an Atom,newkg2800,Atom,Structure of an Atom,4,0,4,2,6
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Ancient Idea of Atoms,newkg2801,Structure of an Atom,Structure of an Atom,0,0,0,0,4
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Thomson's Model of an Atom,newkg2803,Structure of an Atom,Thomson's Atomic Model,3,3,0,1,8
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,About J. J. Thomson,newkg2804,Thomson's Model of an Atom,Thomson's Atomic Model,1,2,3,4,7
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Conclusions from Thomson's Model of an Atom,newkg2805,Thomson's Model of an Atom,Thomson's Atomic Model,3,4,0,0,10
9,Science,Chemistry,Structure of the Atom,122386,The Structure of an Atom,Failure of Thomson's Model of an Atom,newkg2806,Thomson's Model of an Atom,Thomson's Atomic Model,2,3,2,4,6
9,Science,Chemistry,Structure of the Atom,122387,Valency,Valency,newkg2824,Atom,Valency,0,0,0,0,5
9,Science,Chemistry,Structure of the Atom,122387,Valency,Valency of Noble Gases,newkg2825,Valency,Valency,0,0,0,0,7
9,Science,Chemistry,Structure of the Atom,122387,Valency,Octet Rule,newkg2826,Valency,Valency,1,0,1,1,9
9,Science,Chemistry,Structure of the Atom,122387,Valency,Definition of Valency,newkg2827,Valency,Valency,1,1,0,0,5
9,Science,Chemistry,Structure of the Atom,122387,Valency,Ways of Calculating Valency,newkg2828,Valency,Valency,2,3,1,2,6
9,Science,Chemistry,Structure of the Atom,122387,Valency,Valency of First 18 Elements,newkg2829,Valency,Valency,3,1,1,1,6
9,Science,Biology,The Fundamental Unit of Life,122358,Introduction to a Cell,Cell Biology,newkg2146,Cell,Cell,2,0,4,1,6
9,Science,Biology,The Fundamental Unit of Life,122358,Introduction to a Cell,Onion Cells,newkg2153,Cell,Cell,4,2,0,2,6
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Cytoplasm,newkg2178,Cell,Cell,4,2,0,0,9
9,Science,Biology,The Fundamental Unit of Life,122358,Introduction to a Cell,Cell The Unit of Life,newkg2145,Cell The Unit of Life,Cell,2,3,2,4,8
9,Science,Biology,The Fundamental Unit of Life,122358,Introduction to a Cell,Cell,newkg2152,Cell The Unit of Life,Cell,3,1,0,0,7
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Cell Division,newkg2197,Cell,Cell Division,0,0,0,0,7
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Mitosis,newkg2198,Cell Division,Cell Division,0,0,0,0,10
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Meiosis,newkg2199,Cell Division,Cell Division,1,3,2,3,8
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Nucleus,newkg2172,Cell,Cell Organelles,0,0,0,0,8
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Endoplasmic Reticulum,newkg2186,Membranous Cell Organelles,Cell Organelles,3,4,2,2,7
9,Science,Biology,The Fundamental Unit of Life,122359,Structural Organisation of a Cell,Golgi Apparatus,newkg2187,Membranous Cell Organelles,Cell Organelles,3,3,4,1,10
